edge1_x,edge1_y,centerline1_x,centerline1_y,edge2_x,edge2_y,centerline2_x,centerline2_y,edge3_x,edge3_y,road_centerline_x,road_centerline_y,cumulative_distance
1.3,2.4899799599198396,2.0,2.4899799599198396,2.7,2.4899799599198396,3.4,2.4899799599198396,4.1,2.4899799599198396,2.7,2.4899799599198396,0.010020040080159998
1.3,2.4799599198396796,2.0,2.4799599198396796,2.7,2.4799599198396796,3.4,2.4799599198396796,4.1,2.4799599198396796,2.7,2.4799599198396796,0.02004008016032044
1.3,2.469939879759519,2.0,2.469939879759519,2.7,2.469939879759519,3.4,2.469939879759519,4.1,2.469939879759519,2.7,2.469939879759519,0.03006012024048088
1.3,2.4599198396793587,2.0,2.4599198396793587,2.7,2.4599198396793587,3.4,2.4599198396793587,4.1,2.4599198396793587,2.7,2.4599198396793587,0.04008016032064132
1.3,2.4498997995991982,2.0,2.4498997995991982,2.7,2.4498997995991982,3.4,2.4498997995991982,4.1,2.4498997995991982,2.7,2.4498997995991982,0.05010020040080132
1.3,2.4398797595190382,2.0,2.4398797595190382,2.7,2.4398797595190382,3.4,2.4398797595190382,4.1,2.4398797595190382,2.7,2.4398797595190382,0.06012024048096176
1.3,2.429859719438878,2.0,2.429859719438878,2.7,2.429859719438878,3.4,2.429859719438878,4.1,2.429859719438878,2.7,2.429859719438878,0.0701402805611222
1.3,2.4198396793587174,2.0,2.4198396793587174,2.7,2.4198396793587174,3.4,2.4198396793587174,4.1,2.4198396793587174,2.7,2.4198396793587174,0.08016032064128265
1.3,2.409819639278557,2.0,2.409819639278557,2.7,2.409819639278557,3.4,2.409819639278557,4.1,2.409819639278557,2.7,2.409819639278557,0.09018036072144264
1.3,2.399799599198397,2.0,2.399799599198397,2.7,2.399799599198397,3.4,2.399799599198397,4.1,2.399799599198397,2.7,2.399799599198397,0.10020040080160308
1.3,2.3897795591182365,2.0,2.3897795591182365,2.7,2.3897795591182365,3.4,2.3897795591182365,4.1,2.3897795591182365,2.7,2.3897795591182365,0.11022044088176353
1.3,2.379759519038076,2.0,2.379759519038076,2.7,2.379759519038076,3.4,2.379759519038076,4.1,2.379759519038076,2.7,2.379759519038076,0.12024048096192352
1.3,2.369739478957916,2.0,2.369739478957916,2.7,2.369739478957916,3.4,2.369739478957916,4.1,2.369739478957916,2.7,2.369739478957916,0.13026052104208397
1.3,2.3597194388777556,2.0,2.3597194388777556,2.7,2.3597194388777556,3.4,2.3597194388777556,4.1,2.3597194388777556,2.7,2.3597194388777556,0.1402805611222444
1.3,2.349699398797595,2.0,2.349699398797595,2.7,2.349699398797595,3.4,2.349699398797595,4.1,2.349699398797595,2.7,2.349699398797595,0.15030060120240485
1.3,2.3396793587174347,2.0,2.3396793587174347,2.7,2.3396793587174347,3.4,2.3396793587174347,4.1,2.3396793587174347,2.7,2.3396793587174347,0.16032064128256485
1.3,2.3296593186372747,2.0,2.3296593186372747,2.7,2.3296593186372747,3.4,2.3296593186372747,4.1,2.3296593186372747,2.7,2.3296593186372747,0.1703406813627253
1.3,2.3196392785571143,2.0,2.3196392785571143,2.7,2.3196392785571143,3.4,2.3196392785571143,4.1,2.3196392785571143,2.7,2.3196392785571143,0.18036072144288573
1.3,2.309619238476954,2.0,2.309619238476954,2.7,2.309619238476954,3.4,2.309619238476954,4.1,2.309619238476954,2.7,2.309619238476954,0.19038076152304573
